Product,Container ID,Container Title,Container Display Name,Container Active,Container Mode,Question ID,Question Old ID,Question Level,Question Type,Question Active,Question (Main) Tag
פסיכומטרי,3378,מ0723פ1  מילולי,קיץ 2023 מילולי פרק ראשון,1,Predetermined,10602,NULL,4,Exam Question,1,קטע קריאה
פסיכומטרי,3378,מ0723פ1  מילולי,קיץ 2023 מילולי פרק ראשון,1,Predetermined,10603,NULL,3.5,Exam Question,1,קטע קריאה
פסיכומטרי,3378,מ0723פ1  מילולי,קיץ 2023 מילולי פרק ראשון,1,Predetermined,10604,NULL,4,Exam Question,1,קטע קריאה
פסיכומטרי,3378,מ0723פ1  מילולי,קיץ 2023 מילולי פרק ראשון,1,Predetermined,10605,NULL,4.5,Exam Question,1,קטע קריאה
פסיכומטרי,3378,מ0723פ1  מילולי,קיץ 2023 מילולי פרק ראשון,1,Predetermined,10606,NULL,4.5,Exam Question,1,קטע קריאה
פסיכומטרי,3378,מ0723פ1  מילולי,קיץ 2023 מילולי פרק ראשון,1,Predetermined,10607,NULL,4.5,Exam Question,1,קטע קריאה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10608,NULL,2,Exam Question,1,אנלוגיות
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10609,NULL,3,Exam Question,1,אנלוגיות
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10610,NULL,5,Exam Question,1,אנלוגיות
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10611,NULL,6,Exam Question,1,אנלוגיות
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10612,NULL,7,Exam Question,1,אנלוגיות
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10613,NULL,9,Exam Question,1,אנלוגיות
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10614,NULL,3,Exam Question,1,שאלות פסקה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10615,NULL,4,Exam Question,1,שאלות פסקה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10616,NULL,4,Exam Question,1,כללים וסידורים
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10617,NULL,5,Exam Question,1,שאלות פסקה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10618,NULL,5,Exam Question,1,שאלות פסקה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10619,NULL,6,Exam Question,1,שאלות פסקה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10620,NULL,6,Exam Question,1,כללים וסידורים
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10621,NULL,7,Exam Question,1,שאלות פסקה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10622,NULL,7,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10623,NULL,8,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10624,NULL,9,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10625,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10626,NULL,4.5,Exam Question,1,קטע קריאה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10627,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10628,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10629,NULL,5.5,Exam Question,1,קטע קריאה
פסיכומטרי,3379,מ0723פ2  מילולי,קיץ 2023 מילולי פרק שני,1,Predetermined,10630,NULL,6,Exam Question,1,קטע קריאה
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10631,NULL,1,Exam Question,1,כלליות 1
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10632,NULL,1,Exam Question,1,משוואות
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10633,NULL,2,Exam Question,1,מרובעים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10634,NULL,2,Exam Question,1,פעולות מומצאות
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10635,NULL,3,Exam Question,1,שטחים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10636,NULL,3,Exam Question,1,אחוזים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10637,NULL,4,Exam Question,1,הסתברות
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10638,NULL,4,Exam Question,1,משוואות
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10639,NULL,5,Exam Question,1,כלליות 1
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10640,NULL,5,Exam Question,1,שטחים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10641,NULL,6,Exam Question,1,התנהגות אלגברית
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10642,NULL,6,Exam Question,1,משולשים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10643,NULL,6,Exam Question,1,הספק
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10644,NULL,6.5,Exam Question,1,חלוקה
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10645,NULL,7,Exam Question,1,תנועה
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10646,NULL,8,Exam Question,1,הסקה מתרשים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10647,NULL,8,Exam Question,1,הסקה מתרשים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10648,NULL,9,Exam Question,1,הסקה מתרשים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10649,NULL,9,Exam Question,1,הסקה מתרשים
פסיכומטרי,3382,מ0723פ3 כמותי,קיץ 2023 כמותי פרק ראשון,1,Predetermined,10650,NULL,10,Exam Question,1,הסקה מתרשים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10651,NULL,1,Exam Question,1,כלליות 1
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10652,NULL,1,Exam Question,1,אנליטית
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10653,NULL,2,Exam Question,1,שלמים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10654,NULL,2,Exam Question,1,כלליות 1
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10655,NULL,2.5,Exam Question,1,משוואות
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10656,NULL,3,Exam Question,1,פיתגורס
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10657,NULL,3,Exam Question,1,מרובעים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10658,NULL,4,Exam Question,1,אי-שוויון
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10659,NULL,4,Exam Question,1,הסקה מתרשים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10660,NULL,5,Exam Question,1,הסקה מתרשים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10661,NULL,5,Exam Question,1,הסקה מתרשים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10662,NULL,6,Exam Question,1,הסקה מתרשים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10663,NULL,6,Exam Question,1,אותיות וספרות
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10664,NULL,7,Exam Question,1,צירופים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10665,NULL,7,Exam Question,1,תלת-ממד
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10666,NULL,8,Exam Question,1,תנועה
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10667,NULL,8,Exam Question,1,יחס
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10668,NULL,9,Exam Question,1,אחוזים
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10669,NULL,9,Exam Question,1,קווים וזוויות
פסיכומטרי,3383,מ0723פ4 כמותי,קיץ 2023 כמותי פרק שני,1,Predetermined,10670,NULL,10,Exam Question,1,שלמים
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10671,NULL,2,Exam Question,1,Sentence Completions
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10672,NULL,4,Exam Question,1,Sentence Completions
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10673,NULL,5,Exam Question,1,Sentence Completions
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10674,NULL,5,Exam Question,1,Sentence Completions
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10675,NULL,6,Exam Question,1,Sentence Completions
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10676,NULL,7,Exam Question,1,Sentence Completions
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10677,NULL,8,Exam Question,1,Sentence Completions
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10678,NULL,9,Exam Question,1,Sentence Completions
פסיכומטרי,3368,אנליטית א,תרגול גאומטריה אנליטית,1,Predetermined,10679,NULL,4,Image and text,1,אנליטית
פסיכומטרי,3368,אנליטית א,תרגול גאומטריה אנליטית,1,Predetermined,10680,NULL,5,Numeric bullet single choice,1,אנליטית
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10681,NULL,2,Exam Question,1,Restatements
פסיכומטרי,3370,אנליטית ב,תרגול גאומטריה אנליטית,1,Predetermined,10682,NULL,3,Numeric bullet single choice,1,אנליטית
פסיכומטרי,9333,assignment container,assignment container,1,Predetermined,10682,NULL,3,Numeric bullet single choice,1,אנליטית
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10683,NULL,5,Exam Question,1,Restatements
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10684,NULL,7,Exam Question,1,Restatements
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10685,NULL,8,Exam Question,1,Restatements
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10686,NULL,3,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10687,NULL,3,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10688,NULL,4,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10689,NULL,4,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10690,NULL,4,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10691,NULL,6,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10692,NULL,7,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10693,NULL,7,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10694,NULL,7,Exam Question,1,Reading Comprehension
פסיכומטרי,3386,מ0723פ5 אנגלית,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,10695,NULL,8,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10696,NULL,2,Exam Question,1,Sentence Completions
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10697,NULL,3,Exam Question,1,Sentence Completions
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10698,NULL,4,Exam Question,1,Sentence Completions
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10699,NULL,5,Exam Question,1,Sentence Completions
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10700,NULL,6,Exam Question,1,Sentence Completions
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10701,NULL,7,Exam Question,1,Sentence Completions
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10702,NULL,8,Exam Question,1,Sentence Completions
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10703,NULL,9,Exam Question,1,Sentence Completions
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10704,NULL,3,Exam Question,1,Restatements
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10705,NULL,5,Exam Question,1,Restatements
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10706,NULL,6,Exam Question,1,Restatements
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10707,NULL,8,Exam Question,1,Restatements
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10708,NULL,4,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10709,NULL,3,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10710,NULL,3,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10711,NULL,4,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10712,NULL,4,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10713,NULL,7,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10714,NULL,7,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10715,NULL,7,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10716,NULL,7,Exam Question,1,Reading Comprehension
פסיכומטרי,3387,מ0723פ6 אנגלית,קיץ 2023 אנגלית פרק שני,1,Predetermined,10717,NULL,7,Exam Question,1,Reading Comprehension
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10718,NULL,2,Exam Question,1,אנלוגיות
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10719,NULL,4,Exam Question,1,אנלוגיות
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10720,NULL,5,Exam Question,1,אנלוגיות
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10721,NULL,6,Exam Question,1,אנלוגיות
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10722,NULL,7,Exam Question,1,אנלוגיות
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10723,NULL,8,Exam Question,1,אנלוגיות
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10724,NULL,3,Exam Question,1,שאלות פסקה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10725,NULL,4,Exam Question,1,משמעות מילולית
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10726,NULL,4,Exam Question,1,כללים וסידורים
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10727,NULL,4,Exam Question,1,שאלות פסקה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10728,NULL,5,Exam Question,1,שאלות פסקה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10729,NULL,5.5,Exam Question,1,שאלות פסקה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10730,NULL,6,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10731,NULL,7,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10732,NULL,7,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10733,NULL,9,Exam Question,1,שאלות פסקה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10734,NULL,10,Exam Question,1,עריכת ניסוי
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10735,NULL,4,Exam Question,1,קטע קריאה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10736,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10737,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10738,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10739,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,4227,מ0923פ1 מילולי,סתיו 2023 מילולי פרק ראשון,1,Predetermined,10740,NULL,6,Exam Question,1,קטע קריאה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10741,NULL,2,Exam Question,1,אנלוגיות
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10742,NULL,4,Exam Question,1,אנלוגיות
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10743,NULL,5,Exam Question,1,אנלוגיות
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10744,NULL,6,Exam Question,1,אנלוגיות
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10745,NULL,7,Exam Question,1,אנלוגיות
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10746,NULL,8,Exam Question,1,אנלוגיות
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10747,NULL,2,Exam Question,1,עריכת ניסוי
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10748,NULL,3,Exam Question,1,שאלות פסקה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10749,NULL,4,Exam Question,1,משמעות מילולית
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10750,NULL,5,Exam Question,1,כללים וסידורים
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10751,NULL,6,Exam Question,1,כללים וסידורים
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10752,NULL,6,Exam Question,1,כללים וסידורים
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10753,NULL,6,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10754,NULL,6.5,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10755,NULL,7,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10756,NULL,8,Exam Question,1,שאלות פסקה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10757,NULL,9,Exam Question,1,שאלות פסקה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10758,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10759,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10760,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10761,NULL,5.5,Exam Question,1,קטע קריאה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10762,NULL,5.5,Exam Question,1,קטע קריאה
פסיכומטרי,4228,מ0923פ2 מילולי,סתיו 2023 מילולי פרק שני,1,Predetermined,10763,NULL,6,Exam Question,1,קטע קריאה
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10764,NULL,1,Exam Question,1,חיובי שלילי וערך מוחלט
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10765,NULL,1,Exam Question,1,ביטויים
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10766,NULL,2,Exam Question,1,ממוצע
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10767,NULL,2,Exam Question,1,כלליות 1
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10768,NULL,3,Exam Question,1,מעגלים
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10769,NULL,3,Exam Question,1,שטחים
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10770,NULL,3,Exam Question,1,אי-שוויון
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10771,NULL,4,Exam Question,1,כלליות 1
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10772,NULL,4,Exam Question,1,תלת-ממד
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10773,NULL,5,Exam Question,1,קווים וזוויות
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10774,NULL,5.5,Exam Question,1,הספק
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10775,NULL,6,Exam Question,1,פעולות מומצאות
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10776,NULL,6,Exam Question,1,מרובעים
פסיכומטרי,4229,מ0923פ3 כמותי,סתיו 2023 כמותי פרק ראשון,1,Predetermined,10777,NULL,7,Exam Question,1,הסתברות
פסיכומטרי,3756,שלמים חלשים ב,תרגול מותאם אישית,1,Predetermined,10778,NULL,5,Numeric bullet single choice,1,שלמים
פסיכומטרי,3758,שלמים חזקים ב,תרגול מותאם אישית,1,Predetermined,10778,NULL,5,Numeric bullet single choice,1,שלמים
